target_id,condition,repetition,selected_record_run_id,terminal_reason,step_count,invalid_action_count,failure_category,failure_subcategory,first_irreversible_step,first_irreversible_action,ingredient,observed_operation,expected_next_operation
cookingworld:test:52549,N,1,p8-t0342-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red potato in oven,red potato,roast,grill
cookingworld:test:52041,H,1,p8-t0073-arm_2-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53499,N,1,p8-t0534-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red potato in stove,red potato,fry,grill
cookingworld:test:52278,N,1,p8-t0318-arm_3-r01,environment_done,16,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,16,eat carrot,carrot,,
cookingworld:test:53079,H,1,p8-t0489-arm_2-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red onion in oven,red onion,roast,grill
cookingworld:test:53753,R,1,p8-t0515-arm_4-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook carrot in oven,carrot,roast,grill
cookingworld:test:53835,R,1,p8-t0131-arm_4-r01,environment_done,14,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,14,eat white onion,white onion,,
cookingworld:test:52890,N,1,p8-t0350-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53312,N,1,p8-t0230-arm_3-r01,environment_done,17,0,operation_to_ingredient_error,wrong_operation_for_ingredient,17,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:52750,N,1,p8-t0134-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red onion in stove,red onion,fry,grill
cookingworld:test:52145,R,1,p8-t0227-arm_4-r01,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53602,H,1,p8-t0621-arm_2-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52844,N,1,p8-t0174-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook carrot in oven,carrot,roast,grill
cookingworld:test:53365,R,1,p8-t0279-arm_4-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52373,N,1,p8-t0434-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,10,cook white onion in barbeque,white onion,grill,
cookingworld:test:52217,N,1,p8-t0470-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:52676,D,1,p8-t0120-arm_1-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53695,N,1,p8-t0422-arm_3-r01,environment_done,5,0,operation_to_ingredient_error,wrong_operation_for_ingredient,5,cook red apple in stove,red apple,fry,grill
cookingworld:test:52063,N,1,p8-t0042-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:53565,N,1,p8-t0194-arm_3-r01,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53394,N,1,p8-t0566-arm_3-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52894,R,1,p8-t0199-arm_4-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook banana in barbeque,banana,grill,fry
cookingworld:test:53260,H,1,p8-t0545-arm_2-r01,environment_done,18,0,operation_to_ingredient_error,wrong_operation_for_ingredient,18,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53123,D,1,p8-t0260-arm_1-r01,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53579,D,1,p8-t0140-arm_1-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:53077,R,1,p8-t0431-arm_4-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red onion in oven,red onion,roast,grill
cookingworld:test:53728,D,1,p8-t0128-arm_1-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook banana in barbeque,banana,grill,fry
cookingworld:test:52962,D,1,p8-t0184-arm_1-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53257,N,1,p8-t0286-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook banana in barbeque,banana,grill,fry
cookingworld:test:53592,R,1,p8-t0211-arm_4-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52889,R,1,p8-t0167-arm_4-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:52581,H,1,p8-t0205-arm_2-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:52688,N,1,p8-t0078-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:52306,D,1,p8-t0096-arm_1-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52474,H,1,p8-t0645-arm_2-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:52237,N,1,p8-t0482-arm_3-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook purple potato in oven,purple potato,roast,grill
cookingworld:test:52802,N,1,p8-t0242-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53315,D,1,p8-t0328-arm_1-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:52493,R,1,p8-t0235-arm_4-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52027,N,1,p8-t0142-arm_3-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:52424,D,1,p8-t0412-arm_1-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53005,R,1,p8-t0015-arm_4-r01,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:52450,H,1,p8-t0501-arm_2-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:53319,N,1,p8-t0178-arm_3-r01,environment_done,3,0,operation_to_ingredient_error,wrong_operation_for_ingredient,3,cook red hot pepper in oven,red hot pepper,roast,grill
cookingworld:test:52730,N,1,p8-t0034-arm_3-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52052,R,1,p8-t0343-arm_4-r01,environment_done,19,0,operation_to_ingredient_error,wrong_operation_for_ingredient,19,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52275,H,1,p8-t0529-arm_2-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53851,D,1,p8-t0092-arm_1-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53664,N,1,p8-t0054-arm_3-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52285,N,1,p8-t0270-arm_3-r01,environment_done,5,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,5,eat red hot pepper,red hot pepper,,
cookingworld:test:52571,N,1,p8-t0542-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:52815,R,1,p8-t0091-arm_4-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53216,H,1,p8-t0549-arm_2-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53183,N,1,p8-t0662-arm_3-r01,environment_done,16,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,16,chop white onion,white onion,chop,
cookingworld:test:52054,H,1,p8-t0201-arm_2-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook block of cheese in barbeque,block of cheese,grill,fry
cookingworld:test:52808,R,1,p8-t0043-arm_4-r01,environment_done,24,0,operation_to_ingredient_error,wrong_operation_for_ingredient,24,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53865,N,1,p8-t0626-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:52578,D,1,p8-t0492-arm_1-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53496,H,1,p8-t0105-arm_2-r01,environment_done,16,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,16,eat orange bell pepper,orange bell pepper,,
cookingworld:test:53690,H,1,p8-t0485-arm_2-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:52380,D,1,p8-t0360-arm_1-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in oven,orange bell pepper,roast,grill
cookingworld:test:53632,R,1,p8-t0407-arm_4-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52773,H,1,p8-t0377-arm_2-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52344,N,1,p8-t0130-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red onion in stove,red onion,fry,grill
cookingworld:test:53946,N,1,p8-t0406-arm_3-r01,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red onion in stove,red onion,fry,grill
cookingworld:test:52965,R,1,p8-t0039-arm_4-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook carrot in oven,carrot,roast,dice
cookingworld:test:52917,R,1,p8-t0231-arm_4-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook carrot in stove,carrot,fry,grill
cookingworld:test:53209,N,1,p8-t0114-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:52080,D,1,p8-t0584-arm_1-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:52207,D,1,p8-t0588-arm_1-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:52314,H,1,p8-t0413-arm_2-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:53213,N,1,p8-t0370-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,operation_allocated_to_wrong_ingredient_role,10,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:52312,N,1,p8-t0298-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52674,N,1,p8-t0118-arm_3-r01,environment_done,4,0,operation_to_ingredient_error,wrong_operation_for_ingredient,4,cook red apple in stove,red apple,fry,grill
cookingworld:test:53112,H,1,p8-t0309-arm_2-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52004,N,1,p8-t0642-arm_3-r01,environment_done,17,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,17,eat white onion,white onion,,
cookingworld:test:53452,R,1,p8-t0655-arm_4-r01,max_steps,50,0,navigation_or_step_limit_failure,step_limit_without_irreversible_recipe_error,,,,,
cookingworld:test:52902,H,1,p8-t0101-arm_2-r01,environment_done,5,0,operation_to_ingredient_error,wrong_operation_for_ingredient,5,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52506,R,1,p8-t0423-arm_4-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52068,R,1,p8-t0331-arm_4-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53293,N,1,p8-t0646-arm_3-r01,environment_done,19,1,operation_to_ingredient_error,wrong_operation_for_ingredient,19,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52853,N,1,p8-t0158-arm_3-r01,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:52025,N,1,p8-t0294-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53187,H,1,p8-t0021-arm_2-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53555,N,1,p8-t0026-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52928,R,1,p8-t0375-arm_4-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52201,N,1,p8-t0526-arm_3-r01,environment_done,16,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,16,eat yellow bell pepper,yellow bell pepper,,
cookingworld:test:52748,R,1,p8-t0483-arm_4-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:52064,N,1,p8-t0502-arm_3-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52258,R,1,p8-t0455-arm_4-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:53327,H,1,p8-t0257-arm_2-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in oven,pork chop,roast,grill
