target_id,condition,repetition,record_run_id,terminal_reason,step_count,invalid_action_count,failure_category,failure_subcategory,first_irreversible_step,first_irreversible_action,ingredient,observed_operation,expected_next_operation
cookingworld:test:53752,N2,1,sup-t0317-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:52424,P,1,sup-t0412-arm_1-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52068,P,1,sup-t0331-arm_1-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53675,R2,1,sup-t0417-arm_2-r01,environment_done,11,0,operation_to_ingredient_error,operation_allocated_to_wrong_ingredient_role,11,cook purple potato in oven,purple potato,roast,grill
cookingworld:test:53420,P,2,sup-t0335-arm_1-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:54082,R2,1,sup-t0758-arm_2-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:54086,N2,2,sup-t0762-arm_3-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:54060,N2,2,sup-t0736-arm_3-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52276,N2,1,sup-t0168-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:53440,R2,2,sup-t0143-arm_2-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,chop
cookingworld:test:54093,N2,2,sup-t0769-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52450,R2,2,sup-t0501-arm_2-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:53377,N2,1,sup-t0396-arm_3-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:54082,P,1,sup-t0758-arm_1-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52275,R2,2,sup-t0529-arm_2-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53187,R2,2,sup-t0021-arm_2-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:52707,N2,1,sup-t0547-arm_3-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:54076,R2,1,sup-t0752-arm_2-r01,environment_done,14,0,operation_to_ingredient_error,operation_allocated_to_wrong_ingredient_role,14,slice red onion,red onion,slice,grill
cookingworld:test:52129,N2,2,sup-t0188-arm_3-r02,environment_done,9,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,9,eat block of cheese,block of cheese,,
cookingworld:test:53427,R2,1,sup-t0209-arm_2-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52854,N2,2,sup-t0024-arm_3-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red onion in stove,red onion,fry,grill
cookingworld:test:52759,N2,1,sup-t0359-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,operation_allocated_to_wrong_ingredient_role,10,cook carrot in stove,carrot,fry,grill
cookingworld:test:53123,R2,2,sup-t0260-arm_2-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:54031,N2,2,sup-t0707-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook carrot in stove,carrot,fry,grill
cookingworld:test:53595,N2,2,sup-t0669-arm_3-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red onion in stove,red onion,fry,grill
cookingworld:test:53642,P,1,sup-t0586-arm_1-r01,environment_done,18,0,operation_to_ingredient_error,wrong_operation_for_ingredient,18,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52905,N2,1,sup-t0133-arm_3-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:52547,N2,1,sup-t0220-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53240,N2,1,sup-t0051-arm_3-r01,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52170,P,1,sup-t0119-arm_1-r01,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53865,R2,2,sup-t0626-arm_2-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:53317,R2,2,sup-t0344-arm_2-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook purple potato in oven,purple potato,roast,grill
cookingworld:test:53585,P,2,sup-t0139-arm_1-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red onion in oven,red onion,roast,grill
cookingworld:test:52380,R2,1,sup-t0360-arm_2-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in oven,orange bell pepper,roast,grill
cookingworld:test:52095,N2,1,sup-t0183-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:52859,N2,2,sup-t0246-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53179,N2,2,sup-t0636-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:53487,R2,1,sup-t0036-arm_2-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53288,R2,2,sup-t0663-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:52928,P,1,sup-t0375-arm_1-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52429,P,2,sup-t0660-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook banana in barbeque,banana,grill,fry
cookingworld:test:53123,P,2,sup-t0260-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53366,N2,1,sup-t0575-arm_3-r01,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red potato in stove,red potato,fry,grill
cookingworld:test:53683,P,1,sup-t0029-arm_1-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red potato in stove,red potato,fry,grill
cookingworld:test:53990,N2,1,sup-t0580-arm_3-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52226,N2,1,sup-t0508-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53458,N2,1,sup-t0189-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook carrot in stove,carrot,fry,grill
cookingworld:test:52707,R2,1,sup-t0547-arm_2-r01,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:52360,N2,2,sup-t0472-arm_3-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook white onion in stove,white onion,fry,grill
cookingworld:test:53845,P,1,sup-t0456-arm_1-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:54095,N2,2,sup-t0771-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:54028,N2,1,sup-t0704-arm_3-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:54103,N2,2,sup-t0779-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:52578,P,1,sup-t0492-arm_1-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53822,P,1,sup-t0589-arm_1-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52493,P,2,sup-t0235-arm_1-r02,environment_done,18,0,operation_to_ingredient_error,wrong_operation_for_ingredient,18,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:54053,N2,2,sup-t0729-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53771,N2,2,sup-t0480-arm_3-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red onion in stove,red onion,fry,grill
cookingworld:test:52989,P,1,sup-t0113-arm_1-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52547,N2,2,sup-t0220-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53664,R2,2,sup-t0054-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53940,P,2,sup-t0535-arm_1-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook block of cheese in barbeque,block of cheese,grill,fry
cookingworld:test:52645,N2,1,sup-t0443-arm_3-r01,environment_done,13,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,13,eat orange bell pepper,orange bell pepper,,
cookingworld:test:53792,R2,1,sup-t0204-arm_2-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52905,P,1,sup-t0133-arm_1-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:52917,R2,1,sup-t0231-arm_2-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook carrot in stove,carrot,fry,grill
cookingworld:test:54028,P,2,sup-t0704-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53772,P,2,sup-t0245-arm_1-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:52615,N2,2,sup-t0373-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53327,N2,2,sup-t0257-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53519,N2,2,sup-t0349-arm_3-r02,environment_done,10,1,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,10,eat orange bell pepper,orange bell pepper,,
cookingworld:test:53027,N2,1,sup-t0516-arm_3-r01,environment_done,9,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,9,eat block of cheese,block of cheese,,
cookingworld:test:53602,P,1,sup-t0621-arm_1-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:54022,R2,2,sup-t0698-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53683,P,2,sup-t0029-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in oven,red potato,roast,grill
cookingworld:test:53835,R2,1,sup-t0131-arm_2-r01,environment_done,12,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,12,eat white onion,white onion,,
cookingworld:test:52511,N2,2,sup-t0559-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53440,N2,1,sup-t0143-arm_3-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53797,N2,2,sup-t0525-arm_3-r02,max_steps,50,0,navigation_or_step_limit_failure,step_limit_without_irreversible_recipe_error,,,,,
cookingworld:test:53771,R2,2,sup-t0480-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red onion in oven,red onion,roast,grill
cookingworld:test:53187,N2,1,sup-t0021-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:52676,R2,2,sup-t0120-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53851,P,2,sup-t0092-arm_1-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52840,N2,1,sup-t0665-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,9,cook banana in barbeque,banana,grill,
cookingworld:test:54000,N2,2,sup-t0676-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook yellow bell pepper in oven,yellow bell pepper,roast,grill
cookingworld:test:53835,P,1,sup-t0131-arm_1-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook white onion in stove,white onion,fry,grill
cookingworld:test:53194,N2,1,sup-t0381-arm_3-r01,environment_done,4,0,operation_to_ingredient_error,wrong_operation_for_ingredient,4,cook red apple in stove,red apple,fry,grill
cookingworld:test:52170,N2,1,sup-t0119-arm_3-r01,environment_done,5,0,operation_to_ingredient_error,wrong_operation_for_ingredient,5,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53851,N2,2,sup-t0092-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red onion in barbeque,red onion,grill,slice
cookingworld:test:53753,P,1,sup-t0515-arm_1-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook carrot in oven,carrot,roast,grill
